          TCHEBYCHEFF              TCHBP                   ORTHP
    8 -1.45500034093856810E-01 -9.89358246326446530E-01 -1.45500272512435910E-01 -9.89357948303222660E-01
    8  9.60170269012451170E-01  2.79415488243103030E-01  9.60170447826385500E-01  2.79415398836135860E-01
    8 -6.53643608093261720E-01  7.56802499294281010E-01 -6.53643488883972170E-01  7.56802618503570560E-01
    8 -4.16146844625473020E-01 -9.09297406673431400E-01 -4.16146874427795410E-01 -9.09297525882720950E-01
    8  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    8 -4.16146844625473020E-01  9.09297406673431400E-01 -4.16146874427795410E-01  9.09297525882720950E-01
    8 -6.53643608093261720E-01 -7.56802499294281010E-01 -6.53643488883972170E-01 -7.56802618503570560E-01
    8  9.60170269012451170E-01 -2.79415488243103030E-01  9.60170447826385500E-01 -2.79415398836135860E-01
    8 -1.45500034093856810E-01  9.89358246326446530E-01 -1.45500272512435910E-01  9.89357948303222660E-01
    9 -9.11130249500274660E-01 -4.12118494510650630E-01 -9.11130189895629880E-01 -4.12118107080459590E-01
    9  8.93006324768066410E-01 -4.50044065713882450E-01  8.93006324768066410E-01 -4.50044214725494380E-01
    9 -2.10795804858207700E-01  9.77530121803283690E-01 -2.10795581340789790E-01  9.77530241012573240E-01
    9 -6.28173649311065670E-01 -7.78073191642761230E-01 -6.28173708915710450E-01 -7.78073310852050780E-01
    9  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    9 -6.28173649311065670E-01  7.78073191642761230E-01 -6.28173708915710450E-01  7.78073310852050780E-01
    9 -2.10795804858207700E-01 -9.77530121803283690E-01 -2.10795581340789790E-01 -9.77530241012573240E-01
    9  8.93006324768066410E-01  4.50044065713882450E-01  8.93006324768066410E-01  4.50044214725494380E-01
    9 -9.11130249500274660E-01  4.12118494510650630E-01 -9.11130189895629880E-01  4.12118107080459590E-01
   10 -8.39071512222290040E-01  5.44021129608154300E-01 -8.39071154594421390E-01  5.44021189212799070E-01
   10  3.46635311841964720E-01 -9.37999963760375980E-01  3.46635162830352780E-01 -9.38000082969665530E-01
   10  2.83662199974060060E-01  9.58924293518066410E-01  2.83662408590316770E-01  9.58924353122711180E-01
   10 -8.01143586635589600E-01 -5.98472118377685550E-01 -8.01143765449523930E-01 -5.98472237586975100E-01
   10  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   10 -8.01143586635589600E-01  5.98472118377685550E-01 -8.01143765449523930E-01  5.98472237586975100E-01
   10  2.83662199974060060E-01 -9.58924293518066410E-01  2.83662408590316770E-01 -9.58924353122711180E-01
   10  3.46635311841964720E-01  9.37999963760375980E-01  3.46635162830352780E-01  9.38000082969665530E-01
   10 -8.39071512222290040E-01 -5.44021129608154300E-01 -8.39071154594421390E-01 -5.44021189212799070E-01
   11  4.42569795995950700E-03  9.99990224838256840E-01  4.42600250244140620E-03  9.99989926815032960E-01
   11 -3.85747939348220830E-01 -9.22604203224182130E-01 -3.85748147964477540E-01 -9.22604203224182130E-01
   11  7.08669781684875490E-01  7.05540299415588380E-01  7.08669960498809810E-01  7.05540299415588380E-01
   11 -9.24302399158477780E-01 -3.81660997867584230E-01 -9.24302577972412110E-01 -3.81661057472229000E-01
   11  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   11 -9.24302399158477780E-01  3.81660997867584230E-01 -9.24302577972412110E-01  3.81661057472229000E-01
   11  7.08669781684875490E-01 -7.05540299415588380E-01  7.08669960498809810E-01 -7.05540299415588380E-01
   11 -3.85747939348220830E-01  9.22604203224182130E-01 -3.85748147964477540E-01  9.22604203224182130E-01
   11  4.42569795995950700E-03 -9.99990224838256840E-01  4.42600250244140620E-03 -9.99989926815032960E-01
   12  8.43853950500488280E-01  5.36572933197021480E-01  8.43853950500488280E-01  5.36572515964508060E-01
   12 -9.11130249500274660E-01 -4.12118494510650630E-01 -9.11130428314208980E-01 -4.12118345499038700E-01
   12  9.60170269012451170E-01  2.79415488243103030E-01  9.60170388221740720E-01  2.79415369033813480E-01
   12 -9.89992499351501460E-01 -1.41120001673698430E-01 -9.89992737770080570E-01 -1.41120031476020810E-01
   12  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   12 -9.89992499351501460E-01  1.41120001673698430E-01 -9.89992737770080570E-01  1.41120031476020810E-01
   12  9.60170269012451170E-01 -2.79415488243103030E-01  9.60170388221740720E-01 -2.79415369033813480E-01
   12 -9.11130249500274660E-01  4.12118494510650630E-01 -9.11130428314208980E-01  4.12118345499038700E-01
   12  8.43853950500488280E-01 -5.36572933197021480E-01  8.43853950500488280E-01 -5.36572515964508060E-01
   13  9.07446801662445070E-01 -4.20167028903961180E-01  9.07446384429931640E-01 -4.20167177915573120E-01
   13 -9.47579801082611080E-01  3.19519191980361940E-01 -9.47579860687255860E-01  3.19519400596618650E-01
   13  9.76587653160095210E-01 -2.15119987726211550E-01  9.76587593555450440E-01 -2.15120166540145870E-01
   13 -9.94129657745361330E-01  1.08195133507251740E-01 -9.94129896163940430E-01  1.08195140957832340E-01
   13  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   13 -9.94129657745361330E-01 -1.08195133507251740E-01 -9.94129896163940430E-01 -1.08195140957832340E-01
   13  9.76587653160095210E-01  2.15119987726211550E-01  9.76587593555450440E-01  2.15120166540145870E-01
   13 -9.47579801082611080E-01 -3.19519191980361940E-01 -9.47579860687255860E-01 -3.19519400596618650E-01
   13  9.07446801662445070E-01  4.20167028903961180E-01  9.07446384429931640E-01  4.20167177915573120E-01
   14  1.36737212538719180E-01 -9.90607380867004390E-01  1.36736780405044560E-01 -9.90607082843780520E-01
   14 -4.75536942481994630E-01  8.79695773124694820E-01 -4.75536853075027470E-01  8.79695892333984380E-01
   14  7.53902256488800050E-01 -6.56986594200134280E-01  7.53902137279510500E-01 -6.56986832618713380E-01
   14 -9.36456680297851560E-01  3.50783228874206540E-01 -9.36456918716430660E-01  3.50783288478851320E-01
   14  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   14 -9.36456680297851560E-01 -3.50783228874206540E-01 -9.36456918716430660E-01 -3.50783288478851320E-01
   14  7.53902256488800050E-01  6.56986594200134280E-01  7.53902137279510500E-01  6.56986832618713380E-01
   14 -4.75536942481994630E-01 -8.79695773124694820E-01 -4.75536853075027470E-01 -8.79695892333984380E-01
   14  1.36737212538719180E-01  9.90607380867004390E-01  1.36736780405044560E-01  9.90607082843780520E-01
   15 -7.59687900543212890E-01 -6.50287866592407230E-01 -7.59687960147857670E-01 -6.50287330150604250E-01
   15  2.51689642667770390E-01  9.67808008193969730E-01  2.51689821481704710E-01  9.67808008193969730E-01
   15  3.46635311841964720E-01 -9.37999963760375980E-01  3.46635162830352780E-01 -9.38000202178955080E-01
   15 -8.20559382438659670E-01  5.71561336517333980E-01 -8.20559620857238770E-01  5.71561455726623540E-01
   15  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   15 -8.20559382438659670E-01 -5.71561336517333980E-01 -8.20559620857238770E-01 -5.71561455726623540E-01
   15  3.46635311841964720E-01  9.37999963760375980E-01  3.46635162830352780E-01  9.38000202178955080E-01
   15  2.51689642667770390E-01 -9.67808008193969730E-01  2.51689821481704710E-01 -9.67808008193969730E-01
   15 -7.59687900543212890E-01  6.50287866592407230E-01 -7.59687960147857670E-01  6.50287330150604250E-01
   16 -9.57659482955932620E-01  2.87903308868408200E-01 -9.57659065723419190E-01  2.87903547286987300E-01
   16  8.43853950500488280E-01  5.36572933197021480E-01  8.43854069709777830E-01  5.36572813987731930E-01
   16 -1.45500034093856810E-01 -9.89358246326446530E-01 -1.45500212907791140E-01 -9.89358425140380860E-01
   16 -6.53643608093261720E-01  7.56802499294281010E-01 -6.53643846511840820E-01  7.56802678108215330E-01
   16  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   16 -6.53643608093261720E-01 -7.56802499294281010E-01 -6.53643846511840820E-01 -7.56802678108215330E-01
   16 -1.45500034093856810E-01  9.89358246326446530E-01 -1.45500212907791140E-01  9.89358425140380860E-01
   16  8.43853950500488280E-01 -5.36572933197021480E-01  8.43854069709777830E-01 -5.36572813987731930E-01
   16 -9.57659482955932620E-01 -2.87903308868408200E-01 -9.57659065723419190E-01 -2.87903547286987300E-01
   17 -2.75163352489471440E-01  9.61397469043731690E-01 -2.75162786245346070E-01  9.61397171020507810E-01
   17  9.83187437057495120E-01 -1.82599127292633060E-01  9.83187437057495120E-01 -1.82599306106567380E-01
   17 -6.02011919021606450E-01 -7.98487126827239990E-01 -6.02012097835540770E-01 -7.98487186431884770E-01
   17 -4.46087479591369630E-01  8.94989371299743650E-01 -4.46087718009948730E-01  8.94989609718322750E-01
   17  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   17 -4.46087479591369630E-01 -8.94989371299743650E-01 -4.46087718009948730E-01 -8.94989609718322750E-01
   17 -6.02011919021606450E-01  7.98487126827239990E-01 -6.02012097835540770E-01  7.98487186431884770E-01
   17  9.83187437057495120E-01  1.82599127292633060E-01  9.83187437057495120E-01  1.82599306106567380E-01
   17 -2.75163352489471440E-01 -9.61397469043731690E-01 -2.75162786245346070E-01 -9.61397171020507810E-01
   18  6.60316705703735350E-01  7.50987231731414790E-01  6.60316884517669680E-01  7.50986576080322270E-01
   18  5.94920635223388670E-01 -8.03784430027008060E-01  5.94920516014099120E-01 -8.03784608840942380E-01
   18 -9.11130249500274660E-01 -4.12118494510650630E-01 -9.11130428314208980E-01 -4.12118434906005860E-01
   18 -2.10795804858207700E-01  9.77530121803283690E-01 -2.10795968770980830E-01  9.77530479431152340E-01
   18  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   18 -2.10795804858207700E-01 -9.77530121803283690E-01 -2.10795968770980830E-01 -9.77530479431152340E-01
   18 -9.11130249500274660E-01  4.12118494510650630E-01 -9.11130428314208980E-01  4.12118434906005860E-01
   18  5.94920635223388670E-01  8.03784430027008060E-01  5.94920516014099120E-01  8.03784608840942380E-01
   18  6.60316705703735350E-01 -7.50987231731414790E-01  6.60316884517669680E-01 -7.50986576080322270E-01
   19  9.88704621791839600E-01 -1.49877205491065980E-01  9.88704204559326170E-01 -1.49877607822418210E-01
   19 -1.12593792378902440E-01 -9.93641078472137450E-01 -1.12594008445739750E-01 -9.93641138076782230E-01
   19 -9.97172176837921140E-01  7.51511231064796450E-02 -9.97172236442565920E-01  7.51512944698333740E-02
   19  3.76021526753902440E-02  9.99292790889739990E-01  3.76020520925521850E-02  9.99293148517608640E-01
   19  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
   19  3.76021526753902440E-02 -9.99292790889739990E-01  3.76020520925521850E-02 -9.99293148517608640E-01
   19 -9.97172176837921140E-01 -7.51511231064796450E-02 -9.97172236442565920E-01 -7.51512944698333740E-02
   19 -1.12593792378902440E-01  9.93641078472137450E-01 -1.12594008445739750E-01  9.93641138076782230E-01
   19  9.88704621791839600E-01  1.49877205491065980E-01  9.88704204559326170E-01  1.49877607822418210E-01
 1.00     COS SUM                  SIN SUM                  TRIGP                   TRIGP
    9  4.21623782620546060E-01 -1.95520948210738040E+00  4.21623468399047850E-01 -1.95520925521850590E+00
    9  1.51816690302928240E+00 -3.60929597322836250E-01  1.51816725730896000E+00 -3.60929608345031740E-01
    9 -1.51955698685349440E+00 -1.88216524834301360E+00 -1.51955711841583250E+00 -1.88216543197631840E+00
    9  3.28197920748657750E+00 -6.86777541923713740E+00  3.28197765350341800E+00 -6.86777687072753910E+00
    9  1.00000000000000000E+01   .00000000000000000E+00  1.00000000000000000E+01   .00000000000000000E+00
    9  3.28197920748657750E+00  6.86777541923713740E+00  3.28197765350341800E+00  6.86777687072753910E+00
    9 -1.51955698685349440E+00  1.88216524834301360E+00 -1.51955711841583250E+00  1.88216543197631840E+00
    9  1.51816690302928240E+00  3.60929597322836250E-01  1.51816725730896000E+00  3.60929608345031740E-01
    9  4.21623782620546060E-01  1.95520948210738040E+00  4.21623468399047850E-01  1.95520925521850590E+00
   99 -3.94607480518073650E-01 -3.79194627449335300E-01 -3.94603788852691650E-01 -3.79193037748336790E-01
   99 -4.53451160914623620E-01 -2.93285440757341530E-01 -4.53451514244079590E-01 -2.93284654617309570E-01
   99 -4.96254612049620350E-01 -1.99789502336386340E-01 -4.96252745389938350E-01 -1.99788749217987060E-01
   99 -5.22248201698168100E-01 -1.01181161646407520E-01 -5.22251784801483150E-01 -1.01173758506774900E-01
   99  1.00000000000000000E+02   .00000000000000000E+00  1.00000000000000000E+02   .00000000000000000E+00
   99 -5.22248201698168100E-01  1.01181161646407520E-01 -5.22251784801483150E-01  1.01173758506774900E-01
   99 -4.96254612049620350E-01  1.99789502336386340E-01 -4.96252745389938350E-01  1.99788749217987060E-01
   99 -4.53451160914623620E-01  2.93285440757341530E-01 -4.53451514244079590E-01  2.93284654617309570E-01
   99 -3.94607480518073650E-01  3.79194627449335300E-01 -3.94603788852691650E-01  3.79193037748336790E-01
  999  9.75606884994216990E-01  1.29099064588178830E-02  9.75618541240692140E-01  1.28755271434783940E-02
  999  1.77991253571389580E+00 -1.74493104902840470E+00  1.77991318702697750E+00 -1.74494230747222900E+00
  999  2.59532147776035810E-02 -3.92276171361889640E+00  2.59407758712768550E-02 -3.92276597023010250E+00
  999 -3.48236580387238880E+00 -3.50548154883230060E+00 -3.48240780830383300E+00 -3.50549626350402830E+00
  999  1.00000000000000000E+03   .00000000000000000E+00  1.00000000000000000E+03   .00000000000000000E+00
  999 -3.48236580387238880E+00  3.50548154883230060E+00 -3.48240780830383300E+00  3.50549626350402830E+00
  999  2.59532147776035810E-02  3.92276171361889640E+00  2.59407758712768550E-02  3.92276597023010250E+00
  999  1.77991253571389580E+00  1.74493104902840470E+00  1.77991318702697750E+00  1.74494230747222900E+00
  999  9.75606884994216990E-01 -1.29099064588178830E-02  9.75618541240692140E-01 -1.28755271434783940E-02
  .75     COS SUM                  SIN SUM                  TRIGP                   TRIGP
    9  8.02533611788052710E-01 -9.03062274098230030E-01  8.02533626556396480E-01 -9.03062105178833010E-01
    9  1.00959776917979590E+00 -1.02677174645806590E+00  1.00959777832031250E+00 -1.02677178382873540E+00
    9  1.28769765195216750E+00 -1.51257158927595080E+00  1.28769755363464360E+00 -1.51257181167602540E+00
    9  2.67475708360834160E+00 -1.69257410776818600E+00  2.67475700378417970E+00 -1.69257426261901860E+00
    9  3.77474594116210940E+00   .00000000000000000E+00  3.77474594116210940E+00   .00000000000000000E+00
    9  2.67475708360834160E+00  1.69257410776818600E+00  2.67475700378417970E+00  1.69257426261901860E+00
    9  1.28769765195216750E+00  1.51257158927595080E+00  1.28769755363464360E+00  1.51257181167602540E+00
    9  1.00959776917979590E+00  1.02677174645806590E+00  1.00959777832031250E+00  1.02677178382873540E+00
    9  8.02533611788052710E-01  9.03062274098230030E-01  8.02533626556396480E-01  9.03062105178833010E-01
   99  7.90872955351045400E-01 -8.39181093234843250E-01  7.90872931480407710E-01 -8.39181005954742430E-01
   99  9.70463802154825970E-01 -1.09949610081225570E+00  9.70463871955871580E-01 -1.09949612617492680E+00
   99  1.38877184985143010E+00 -1.46091402106780440E+00  1.38877177238464360E+00 -1.46091401576995850E+00
   99  2.50446494113742400E+00 -1.70027164328355810E+00  2.50446486473083500E+00 -1.70027160644531250E+00
   99  3.99999999999871700E+00   .00000000000000000E+00  4.00000000000000000E+00   .00000000000000000E+00
   99  2.50446494113742400E+00  1.70027164328355810E+00  2.50446486473083500E+00  1.70027160644531250E+00
   99  1.38877184985143010E+00  1.46091402106780440E+00  1.38877177238464360E+00  1.46091401576995850E+00
   99  9.70463802154825970E-01  1.09949610081225570E+00  9.70463871955871580E-01  1.09949612617492680E+00
   99  7.90872955351045400E-01  8.39181093234843250E-01  7.90872931480407710E-01  8.39181005954742430E-01
  999  7.90872955351400450E-01 -8.39181093234946940E-01  7.90872931480407710E-01 -8.39181005954742430E-01
  999  9.70463802155249630E-01 -1.09949610081246000E+00  9.70463871955871580E-01 -1.09949612617492680E+00
  999  1.38877184985198280E+00 -1.46091402106813950E+00  1.38877177238464360E+00 -1.46091401576995850E+00
  999  2.50446494113829270E+00 -1.70027164328399240E+00  2.50446486473083500E+00 -1.70027160644531250E+00
  999  4.00000000000000000E+00   .00000000000000000E+00  4.00000000000000000E+00   .00000000000000000E+00
  999  2.50446494113829270E+00  1.70027164328399240E+00  2.50446486473083500E+00  1.70027160644531250E+00
  999  1.38877184985198280E+00  1.46091402106813950E+00  1.38877177238464360E+00  1.46091401576995850E+00
  999  9.70463802155249630E-01  1.09949610081246000E+00  9.70463871955871580E-01  1.09949612617492680E+00
  999  7.90872955351400450E-01  8.39181093234946940E-01  7.90872931480407710E-01  8.39181005954742430E-01
  .50     COS SUM                  SIN SUM                  TRIGP                   TRIGP
    9  1.02892171000513930E+00 -5.93869750788376120E-01  1.02892172336578370E+00 -5.93869686126708980E-01
    9  1.22369182268314920E+00 -6.56214177290065150E-01  1.22369170188903810E+00 -6.56214237213134770E-01
    9  1.50591438578204320E+00 -6.44899740410685320E-01  1.50591444969177250E+00 -6.44899725914001460E-01
    9  1.83579592415790720E+00 -4.39355781848434930E-01  1.83579587936401370E+00 -4.39355790615081790E-01
    9  1.99804687500000000E+00   .00000000000000000E+00  1.99804687500000000E+00   .00000000000000000E+00
    9  1.83579592415790720E+00  4.39355781848434930E-01  1.83579587936401370E+00  4.39355790615081790E-01
    9  1.50591438578204320E+00  6.44899740410685320E-01  1.50591444969177250E+00  6.44899725914001460E-01
    9  1.22369182268314920E+00  6.56214177290065150E-01  1.22369170188903810E+00  6.56214237213134770E-01
    9  1.02892171000513930E+00  5.93869750788376120E-01  1.02892172336578370E+00  5.93869686126708980E-01
   99  1.02839399521893580E+00 -5.92837620697942550E-01  1.02839398384094240E+00 -5.92837572097778320E-01
   99  1.22350365925039120E+00 -6.57557516218375660E-01  1.22350358963012700E+00 -6.57557487487792970E-01
   99  1.50693458905544730E+00 -6.43666876929479550E-01  1.50693464279174800E+00 -6.43666863441467290E-01
   99  1.83410377748521510E+00 -4.40083408808343010E-01  1.83410382270812990E+00 -4.40083444118499760E-01
   99  2.00000000000000000E+00   .00000000000000000E+00  2.00000000000000000E+00   .00000000000000000E+00
   99  1.83410377748521510E+00  4.40083408808343010E-01  1.83410382270812990E+00  4.40083444118499760E-01
   99  1.50693458905544730E+00  6.43666876929479550E-01  1.50693464279174800E+00  6.43666863441467290E-01
   99  1.22350365925039120E+00  6.57557516218375660E-01  1.22350358963012700E+00  6.57557487487792970E-01
   99  1.02839399521893580E+00  5.92837620697942550E-01  1.02839398384094240E+00  5.92837572097778320E-01
  999  1.02839399521893580E+00 -5.92837620697942550E-01  1.02839398384094240E+00 -5.92837572097778320E-01
  999  1.22350365925039120E+00 -6.57557516218375660E-01  1.22350358963012700E+00 -6.57557606697082520E-01
  999  1.50693458905544730E+00 -6.43666876929479550E-01  1.50693464279174800E+00 -6.43666863441467290E-01
  999  1.83410377748521510E+00 -4.40083408808343010E-01  1.83410382270812990E+00 -4.40083444118499760E-01
  999  2.00000000000000000E+00   .00000000000000000E+00  2.00000000000000000E+00   .00000000000000000E+00
  999  1.83410377748521510E+00  4.40083408808343010E-01  1.83410382270812990E+00  4.40083444118499760E-01
  999  1.50693458905544730E+00  6.43666876929479550E-01  1.50693464279174800E+00  6.43666863441467290E-01
  999  1.22350365925039120E+00  6.57557516218375660E-01  1.22350358963012700E+00  6.57557606697082520E-01
  999  1.02839399521893580E+00  5.92837620697942550E-01  1.02839398384094240E+00  5.92837572097778320E-01
